images,labels,dimm_locations,dimm_temperatures,dimm_voltages,measurement_num,num_labels
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat0/alpha_d_40_1.5_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat1/alpha_d_40_1.5_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/patm/alpha_d_40_1.5_patm_grayscale_4_.png']",alpha,d,40,1.5,3,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat0/alpha_d_40_1.5_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat1/alpha_d_40_1.5_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/patm/alpha_d_40_1.5_patm_grayscale_5_.png']",alpha,d,40,1.5,4,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat0/alpha_d_40_1.5_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat1/alpha_d_40_1.5_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/patm/alpha_d_40_1.5_patm_grayscale_6_.png']",alpha,d,40,1.5,5,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat0/alpha_d_40_1.5_pat0_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat1/alpha_d_40_1.5_pat1_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/patm/alpha_d_40_1.5_patm_grayscale_7_.png']",alpha,d,40,1.5,6,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat0/alpha_d_40_1.5_pat0_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat1/alpha_d_40_1.5_pat1_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/patm/alpha_d_40_1.5_patm_grayscale_8_.png']",alpha,d,40,1.5,7,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat0/alpha_d_40_1.5_pat0_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat1/alpha_d_40_1.5_pat1_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/patm/alpha_d_40_1.5_patm_grayscale_9_.png']",alpha,d,40,1.5,8,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat0/alpha_d_40_1.5_pat0_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/pat1/alpha_d_40_1.5_pat1_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.5/patm/alpha_d_40_1.5_patm_grayscale_10_.png']",alpha,d,40,1.5,9,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_1_.png']",alpha,d,40,1.3,0,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_2_.png']",alpha,d,40,1.3,1,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_3_.png']",alpha,d,40,1.3,2,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_4_.png']",alpha,d,40,1.3,3,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_5_.png']",alpha,d,40,1.3,4,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_6_.png']",alpha,d,40,1.3,5,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_7_.png']",alpha,d,40,1.3,6,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_8_.png']",alpha,d,40,1.3,7,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_9_.png']",alpha,d,40,1.3,8,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat0/alpha_d_40_1.3_pat0_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/pat1/alpha_d_40_1.3_pat1_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/40/1.3/patm/alpha_d_40_1.3_patm_grayscale_10_.png']",alpha,d,40,1.3,9,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_1_.png']",alpha,d,30,1.5,0,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_2_.png']",alpha,d,30,1.5,1,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_3_.png']",alpha,d,30,1.5,2,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_4_.png']",alpha,d,30,1.5,3,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_5_.png']",alpha,d,30,1.5,4,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_6_.png']",alpha,d,30,1.5,5,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_7_.png']",alpha,d,30,1.5,6,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_8_.png']",alpha,d,30,1.5,7,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_9_.png']",alpha,d,30,1.5,8,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat0/alpha_d_30_1.5_pat0_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/pat1/alpha_d_30_1.5_pat1_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.5/patm/alpha_d_30_1.5_patm_grayscale_10_.png']",alpha,d,30,1.5,9,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_1_.png']",alpha,d,30,1.3,0,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_2_.png']",alpha,d,30,1.3,1,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_3_.png']",alpha,d,30,1.3,2,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_4_.png']",alpha,d,30,1.3,3,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_5_.png']",alpha,d,30,1.3,4,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_6_.png']",alpha,d,30,1.3,5,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_7_.png']",alpha,d,30,1.3,6,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_8_.png']",alpha,d,30,1.3,7,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_9_.png']",alpha,d,30,1.3,8,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat0/alpha_d_30_1.3_pat0_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/pat1/alpha_d_30_1.3_pat1_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/30/1.3/patm/alpha_d_30_1.3_patm_grayscale_10_.png']",alpha,d,30,1.3,9,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_1_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_1_.png']",alpha,d,50,1.5,0,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_2_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_2_.png']",alpha,d,50,1.5,1,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_3_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_3_.png']",alpha,d,50,1.5,2,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_4_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_4_.png']",alpha,d,50,1.5,3,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_5_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_5_.png']",alpha,d,50,1.5,4,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_6_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_6_.png']",alpha,d,50,1.5,5,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_7_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_7_.png']",alpha,d,50,1.5,6,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_8_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_8_.png']",alpha,d,50,1.5,7,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_9_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_9_.png']",alpha,d,50,1.5,8,4
"['/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat0/alpha_d_50_1.5_pat0_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/pat1/alpha_d_50_1.5_pat1_grayscale_10_.png', '/home/sunyf23/Work_station/PUF_Phenotype/Latency-DRAM-PUF-Dataset/grayscale_images/alpha/d/50/1.5/patm/alpha_d_50_1.5_patm_grayscale_10_.png']",alpha,d,50,1.5,9,4
